audio_path,start,end,text
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,0.000,5.880,"好,在座的各位先進大家好,我是清梅院智慧老周新劉中豐主任"
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,6.140,10.240,那很高興來跟各位分享我們的一個研發的成果
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,18.180,21.760,以下是有這六個來跟各位報告
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,22.520,28.160,"我們的整個研發團隊是由我們林鴻龍院長來帶領,他也是一個急診的專家"
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,28.420,28.160,
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,30.160,34.500,那包含我們的額科部、外科部、急診的團隊、智慧的中心、還有智運室
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,34.500,37.500,是我們整個的研發的陣容
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,37.500,40.900,那我們的大數據是來自於三院區的資料
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,40.900,48.000,那三院區的資料我們平均一天會有大約600人次的急診量
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,48.000,51.700,那三院加起來永康大約有300人次
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,51.700,55.040,所以我們資料量是在南部算很大的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,50.000,51.540,大約有300人次
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,51.800,55.380,所以我們資料量是在南部算很大的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,56.660,59.740,那我們的方法就是用比較
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,60.500,61.780,一般通用的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,62.040,66.380,比較穩定的研究方法來建立我們的預測模型
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,67.160,70.740,那目前我們在急診總共發展了八大類的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,71.260,73.300,個人化的病情預測
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,73.560,79.960,包含高齡流感、胸痛、遺脹炎、高血糖微證、登革樂、肺炎
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,75.000,82.000,流感、胸痛、遺脹炎、高血糖微症、登革熱、肺炎、腦創傷、發燒
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,82.000,87.000,那每類病人他有有幾個預測的outcome
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,87.000,94.000,比如說胸痛病人我們預測他一個月內會發生心肌梗塞、一個月內會死亡的風險
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,94.000,100.000,那發燒菌血症有預測他菌血症轉ICU或死亡的風險
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,100.000,111.000,那我們的開發是採用那個Web Service的技術
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,111.000,116.000,可以很容易的跟各醫院的急診系統來做無碰的接軌
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,116.000,121.000,那以我們驗為例我們目前在三院區都可以同時使用這樣的系統
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,121.000,128.000,那這個AI預測的功能除了我們知道說可以提升醫療品之外
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,128.000,130.000,更重要是我們可以透過
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,125.000,128.000,除了我們知道說可以提升醫療品之外
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,128.000,133.000,更重要是我們可以透過要的輔助知道哪些病人是屬於高風險
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,133.000,135.000,優先投入必要的醫療資源
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,135.000,137.000,因為畢竟醫療資源是有限的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,137.000,140.000,那這個用圖可能比也是很重要的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,140.000,143.000,另外通常透過這樣的圖形化界面
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,143.000,146.000,我們可以很容易跟病人來解釋病情
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,146.000,149.000,讓他們可以比較放心
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,149.000,151.000,那這就是我們一個案例
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,151.000,154.000,以那個預測胸痛病人他一個月
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,154.000,155.040,越來越發生新
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,150.000,151.760,這是我們一個案例
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,151.760,156.720,以那個預測胸痛病人他一個月發生新一整三或死亡的風險
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,156.720,158.960,用圖形方式來呈現
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,158.960,163.120,那這個機率的解讀就是大於50%是傾向於發生
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,163.120,166.960,小於50%傾向不會發生這樣的結果
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,166.960,168.960,那我們也提供互動的功能
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,168.960,172.080,就是一開始你可以預測這個病人的風險可能很高
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,172.080,175.760,比如說像這個肺炎病人他的死亡風險是66%
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,175.760,178.520,那醫療團隊這時候就要趕快決定說
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,178.520,179.520,那這麼多的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,175.000,178.260,那醫療團隊這時候就要趕快決定說
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,178.260,180.760,那這麼多的病況不好
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,180.760,183.960,那哪一個生理的數據呢
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,183.960,185.060,優先改善呢
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,185.060,188.260,他可以讓他可以避免到高風險的死亡率
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,188.260,192.460,比如說他的聚血史如果說我們把他提升
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,192.460,194.560,然後他的血壓把他提高
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,194.560,197.460,那這樣子的變化會不會造成他預後的改變
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,197.460,201.060,以這個為例他的死亡率就會降低
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,201.060,202.360,敗血症量降低了
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,202.360,204.960,那醫療團隊就可以依照這樣的結果呢
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,204.960,206.960,字幕by索兰娅
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,200.000,201.020,就會降低
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,201.280,202.300,拜學證點降低了
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,202.560,204.860,那醫療團隊就可以依照這樣的結果呢
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,205.120,206.660,可以優先給病人一些
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,206.920,208.700,比如說生壓劑或是一些處理
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,208.960,211.520,那這對臨床來說是很有張口價值
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,213.060,215.620,那另外我們也結合IoT的技術
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,215.880,217.160,可以及時的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,217.920,220.220,擷取我們一些VitroSight的資料
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,220.480,223.800,來做連續性的預測因為病人的病況是一直在改變
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,224.060,226.120,那如果說這個病人的病況一直呈現
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,226.380,229.180,風險越來越高那我們知道說這個比較危險
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,229.440,229.180,
